fy,page,subject,priority,state,figures,figures_reversed,read_by,heading,answers,document
2025,30,capital,8,read,31,0,"capital-projects, trust-funds",CAPITAL PROJECT FUND BALANCE DETAIL,"Capital projects and what they cost. Bears on ""Debt service by project"".",sources/town-budget/ocr/4130-fy-2025-annual-town-report.tsv
2025,115,regional-school,8,unread,27,0,,"Each year, Monty Tech's Business Manager works in conjunctio","Monty Tech: the OTHER school district Lunenburg pays into, and a line the town budget carries as a single assessment. These pages print the assessment for every member town and twenty years of assessment history, which is the only published basis for asking whether Lunenburg’s share is moving with its enrolment. It is NOT Lunenburg district money and must never be summed with it.",sources/town-budget/ocr/4130-fy-2025-annual-town-report.tsv
2025,139,capital,8,read,35,0,"appropriations, town-meeting-votes",FY 2026 Program of Capital Projects Option 2,"Capital projects and what they cost. Bears on ""Debt service by project"".",sources/town-budget/ocr/4130-fy-2025-annual-town-report.tsv
2024,27,capital,8,read,47,0,capital-projects,TOWN OF LUNENBURG,"Capital projects and what they cost. Bears on ""Debt service by project"".",sources/town-budget/ocr/4132-fy-2024-annual-town-report.tsv
2023,44,capital,8,read,129,0,capital-projects,CAPITAL PROJECT FUNDS FY 2023,"Capital projects and what they cost. Bears on ""Debt service by project"".",sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv
2023,167,regional-school,8,read,25,0,"appropriations, officials",| Traffic Signs & Devices,"Monty Tech: the OTHER school district Lunenburg pays into, and a line the town budget carries as a single assessment. These pages print the assessment for every member town and twenty years of assessment history, which is the only published basis for asking whether Lunenburg’s share is moving with its enrolment. It is NOT Lunenburg district money and must never be summed with it.",sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv
2022,94,capital,8,read,28,0,"board-chairs, capital-plans",CAPITAL PLANNING REPORT,"Capital projects and what they cost. Bears on ""Debt service by project"".",sources/town-budget/ocr/4129-fy-2022-annual-town-report.tsv
2022,142,capital,8,read,28,0,"capital-plans, town-meeting-votes",Below is the FY 2023 Capital Plan being recommended for appr,"Capital projects and what they cost. Bears on ""Debt service by project"".",sources/town-budget/ocr/4129-fy-2022-annual-town-report.tsv
2022,149,regional-school,8,read,23,0,appropriations,Tree Removal,"Monty Tech: the OTHER school district Lunenburg pays into, and a line the town budget carries as a single assessment. These pages print the assessment for every member town and twenty years of assessment history, which is the only published basis for asking whether Lunenburg’s share is moving with its enrolment. It is NOT Lunenburg district money and must never be summed with it.",sources/town-budget/ocr/4129-fy-2022-annual-town-report.tsv
2020,96,capital,8,read,25,0,capital-plans,FY 2021 CAPITAL PLAN,"Capital projects and what they cost. Bears on ""Debt service by project"".",sources/town-budget/ocr/4127-fy-2020-annual-town-report.tsv
2019,35,regional-school,8,read,130,0,"appropriations, special-revenue-read",Traffic Signs & Devices,"Monty Tech: the OTHER school district Lunenburg pays into, and a line the town budget carries as a single assessment. These pages print the assessment for every member town and twenty years of assessment history, which is the only published basis for asking whether Lunenburg’s share is moving with its enrolment. It is NOT Lunenburg district money and must never be summed with it.",sources/town-budget/ocr/4126-fy-2019-annual-town-report.tsv
2019,107,capital,8,read,15,0,capital-plans,included in the FY2020 Capital Plan.,"Capital projects and what they cost. Bears on ""Debt service by project"".",sources/town-budget/ocr/4126-fy-2019-annual-town-report.tsv
2019,161,regional-school,8,read,23,0,appropriations,Interest-Temporary Loans,"Monty Tech: the OTHER school district Lunenburg pays into, and a line the town budget carries as a single assessment. These pages print the assessment for every member town and twenty years of assessment history, which is the only published basis for asking whether Lunenburg’s share is moving with its enrolment. It is NOT Lunenburg district money and must never be summed with it.",sources/town-budget/ocr/4126-fy-2019-annual-town-report.tsv
2019,164,regional-school,8,read,15,0,appropriations,Solid Waste/Recycling Program,"Monty Tech: the OTHER school district Lunenburg pays into, and a line the town budget carries as a single assessment. These pages print the assessment for every member town and twenty years of assessment history, which is the only published basis for asking whether Lunenburg’s share is moving with its enrolment. It is NOT Lunenburg district money and must never be summed with it.",sources/town-budget/ocr/4126-fy-2019-annual-town-report.tsv
2018,104,capital,8,read,23,0,"board-chairs, capital-plans",CAPITAL PLANNING COMMITTEE,"Capital projects and what they cost. Bears on ""Debt service by project"".",sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv
2017,141,regional-school,8,unread,23,6,,FISCAL YEAR 2018,"Monty Tech: the OTHER school district Lunenburg pays into, and a line the town budget carries as a single assessment. These pages print the assessment for every member town and twenty years of assessment history, which is the only published basis for asking whether Lunenburg’s share is moving with its enrolment. It is NOT Lunenburg district money and must never be summed with it.",sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv
2017,142,regional-school,8,read,22,21,monty-tech,General Fund- Income and Expense Summary,"Monty Tech: the OTHER school district Lunenburg pays into, and a line the town budget carries as a single assessment. These pages print the assessment for every member town and twenty years of assessment history, which is the only published basis for asking whether Lunenburg’s share is moving with its enrolment. It is NOT Lunenburg district money and must never be summed with it.",sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv
2017,144,regional-school,8,read,0,15,enrollment-mcas,Retum to Index,"Monty Tech: the OTHER school district Lunenburg pays into, and a line the town budget carries as a single assessment. These pages print the assessment for every member town and twenty years of assessment history, which is the only published basis for asking whether Lunenburg’s share is moving with its enrolment. It is NOT Lunenburg district money and must never be summed with it.",sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv
2017,148,regional-school,8,unread,0,50,,COMMUNITY ASSESSMENTS,"Monty Tech: the OTHER school district Lunenburg pays into, and a line the town budget carries as a single assessment. These pages print the assessment for every member town and twenty years of assessment history, which is the only published basis for asking whether Lunenburg’s share is moving with its enrolment. It is NOT Lunenburg district money and must never be summed with it.",sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv
2017,149,regional-school,8,unread,0,73,,ASSESSMENT HISTORY,"Monty Tech: the OTHER school district Lunenburg pays into, and a line the town budget carries as a single assessment. These pages print the assessment for every member town and twenty years of assessment history, which is the only published basis for asking whether Lunenburg’s share is moving with its enrolment. It is NOT Lunenburg district money and must never be summed with it.",sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv
2017,157,regional-school,8,read,34,0,appropriations,General Health Expense,"Monty Tech: the OTHER school district Lunenburg pays into, and a line the town budget carries as a single assessment. These pages print the assessment for every member town and twenty years of assessment history, which is the only published basis for asking whether Lunenburg’s share is moving with its enrolment. It is NOT Lunenburg district money and must never be summed with it.",sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv
2017,169,regional-school,8,read,25,0,appropriations,Park Department,"Monty Tech: the OTHER school district Lunenburg pays into, and a line the town budget carries as a single assessment. These pages print the assessment for every member town and twenty years of assessment history, which is the only published basis for asking whether Lunenburg’s share is moving with its enrolment. It is NOT Lunenburg district money and must never be summed with it.",sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv
2016,176,regional-school,8,read,27,0,appropriations,Vehicle Maint. - Fire,"Monty Tech: the OTHER school district Lunenburg pays into, and a line the town budget carries as a single assessment. These pages print the assessment for every member town and twenty years of assessment history, which is the only published basis for asking whether Lunenburg’s share is moving with its enrolment. It is NOT Lunenburg district money and must never be summed with it.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2015,93,capital,8,read,38,9,"board-chairs, capital-plans, officials",CAPITAL PLANNING COMMITTEE,"Capital projects and what they cost. Bears on ""Debt service by project"".",sources/town-budget/ocr/4121-fy-2015-annual-town-report.tsv
2015,141,regional-school,8,read,34,0,appropriations,Department of Public Works,"Monty Tech: the OTHER school district Lunenburg pays into, and a line the town budget carries as a single assessment. These pages print the assessment for every member town and twenty years of assessment history, which is the only published basis for asking whether Lunenburg’s share is moving with its enrolment. It is NOT Lunenburg district money and must never be summed with it.",sources/town-budget/ocr/4121-fy-2015-annual-town-report.tsv
2014,85,capital,8,read,16,3,"board-chairs, capital-plans",CAPITAL PLANNING,"Capital projects and what they cost. Bears on ""Debt service by project"".",sources/town-budget/ocr/4120-fy-2014-annual-town-report.tsv
2014,141,regional-school,8,read,31,0,appropriations,60 Highway OT,"Monty Tech: the OTHER school district Lunenburg pays into, and a line the town budget carries as a single assessment. These pages print the assessment for every member town and twenty years of assessment history, which is the only published basis for asking whether Lunenburg’s share is moving with its enrolment. It is NOT Lunenburg district money and must never be summed with it.",sources/town-budget/ocr/4120-fy-2014-annual-town-report.tsv
2013,12,capital,8,unread,15,0,,BUILDING DEPARTMENT,"Capital projects and what they cost. Bears on ""Debt service by project"".",sources/town-budget/ocr/4119-fy-2013-annual-town-report.tsv
2013,88,regional-school,8,read,29,0,appropriations,Registrar of Vets' Graves,"Monty Tech: the OTHER school district Lunenburg pays into, and a line the town budget carries as a single assessment. These pages print the assessment for every member town and twenty years of assessment history, which is the only published basis for asking whether Lunenburg’s share is moving with its enrolment. It is NOT Lunenburg district money and must never be summed with it.",sources/town-budget/ocr/4119-fy-2013-annual-town-report.tsv
2012,71,capital,8,read,36,0,capital-projects,CAPITAL PROJECT FUNDS FY 2012,"Capital projects and what they cost. Bears on ""Debt service by project"".",sources/town-budget/ocr/4118-fy-2012-annual-town-report.tsv
2012,82,regional-school,8,read,52,0,appropriations,Park Department,"Monty Tech: the OTHER school district Lunenburg pays into, and a line the town budget carries as a single assessment. These pages print the assessment for every member town and twenty years of assessment history, which is the only published basis for asking whether Lunenburg’s share is moving with its enrolment. It is NOT Lunenburg district money and must never be summed with it.",sources/town-budget/ocr/4118-fy-2012-annual-town-report.tsv
2011,85,regional-school,8,read,40,0,appropriations,Emergency Management,"Monty Tech: the OTHER school district Lunenburg pays into, and a line the town budget carries as a single assessment. These pages print the assessment for every member town and twenty years of assessment history, which is the only published basis for asking whether Lunenburg’s share is moving with its enrolment. It is NOT Lunenburg district money and must never be summed with it.",sources/town-budget/ocr/4117-fy-2011-annual-town-report.tsv
2025,138,appropriations,9,read,44,0,town-meeting-votes,School Department (Unanticipated SPED Move-Ins),"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4130-fy-2025-annual-town-report.tsv
2024,53,appropriations,9,read,15,0,valuation-by-class,FINANCE COMMITTEE REPORT,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4132-fy-2024-annual-town-report.tsv
2024,141,appropriations,9,read,31,0,"appropriations, table-corrections","Free Cash, and transfer $56,337.50 from Water Betterment Rev","Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4132-fy-2024-annual-town-report.tsv
2023,27,appropriations,9,read,119,2,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv
2023,28,appropriations,9,read,131,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv
2023,29,appropriations,9,read,104,1,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv
2023,30,appropriations,9,read,115,1,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv
2023,31,appropriations,9,read,103,1,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv
2023,32,appropriations,9,read,129,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv
2023,33,appropriations,9,read,16,0,"appropriations, grants-history",TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv
2022,28,appropriations,9,read,165,2,"appropriations, salary-schedule",TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4129-fy-2022-annual-town-report.tsv
2022,29,appropriations,9,read,138,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4129-fy-2022-annual-town-report.tsv
2022,30,appropriations,9,read,125,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4129-fy-2022-annual-town-report.tsv
2022,31,appropriations,9,read,139,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4129-fy-2022-annual-town-report.tsv
2022,32,appropriations,9,read,156,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4129-fy-2022-annual-town-report.tsv
2022,38,appropriations,9,read,109,0,capital-projects,CAPITAL PROJECT FUNDS FY 2022,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4129-fy-2022-annual-town-report.tsv
2021,27,appropriations,9,read,180,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4128-fy-2021-annual-town-report.tsv
2021,28,appropriations,9,read,146,0,appropriations,PROGRAM NAME,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4128-fy-2021-annual-town-report.tsv
2021,29,appropriations,9,read,132,0,appropriations,PROGRAM NAME,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4128-fy-2021-annual-town-report.tsv
2021,30,appropriations,9,read,144,0,appropriations,PROGRAM NAME,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4128-fy-2021-annual-town-report.tsv
2021,31,appropriations,9,read,154,0,"appropriations, special-revenue-read, stated-cuts",APPROPRIATED,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4128-fy-2021-annual-town-report.tsv
2021,37,appropriations,9,read,131,0,capital-projects,CAPITAL PROJECT FUNDS FY 2021,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4128-fy-2021-annual-town-report.tsv
2021,140,appropriations,9,read,19,0,appropriations,ARTICLE 6. To see if the Town will vote to raise and appropr,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4128-fy-2021-annual-town-report.tsv
2020,26,appropriations,9,read,104,1,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4127-fy-2020-annual-town-report.tsv
2020,27,appropriations,9,read,142,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4127-fy-2020-annual-town-report.tsv
2020,28,appropriations,9,read,110,3,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4127-fy-2020-annual-town-report.tsv
2020,29,appropriations,9,read,136,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4127-fy-2020-annual-town-report.tsv
2020,30,appropriations,9,read,137,2,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4127-fy-2020-annual-town-report.tsv
2020,36,appropriations,9,read,89,0,"capital-projects, grants-history",CAPITAL PROJECT FUNDS FY 2020,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4127-fy-2020-annual-town-report.tsv
2020,150,appropriations,9,read,15,0,"capital-plans, town-meeting-votes",ARTICLE 5. To see if the Town will vote to raise and appropr,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4127-fy-2020-annual-town-report.tsv
2020,151,appropriations,9,read,27,0,appropriations,"ANNUAL TOWN MEETING - JUNE 13, 2020","Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4127-fy-2020-annual-town-report.tsv
2020,153,appropriations,9,read,18,0,appropriations,FY 2021 Omnibus Budget,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4127-fy-2020-annual-town-report.tsv
2020,154,appropriations,9,read,19,0,appropriations,FY 2021 Omnibus Budget,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4127-fy-2020-annual-town-report.tsv
2019,160,appropriations,9,read,15,0,"capital-plans, town-meeting-votes","Meeting the sum of $1,780.00; transfer from Article 6 of the","Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4126-fy-2019-annual-town-report.tsv
2018,30,appropriations,9,read,130,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv
2018,31,appropriations,9,read,111,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv
2018,32,appropriations,9,read,114,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv
2018,33,appropriations,9,read,143,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv
2018,34,appropriations,9,read,109,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv
2018,40,appropriations,9,read,79,0,capital-projects,CAPITAL PROJECT FUNDS FY 2018,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv
2018,155,appropriations,9,read,16,0,"appropriations, town-meeting-votes",VOTED with amendment (2/3rds DECLARED) to raise and appropri,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv
2017,24,appropriations,9,read,160,2,appropriations,TOWN OF LUNENBURC,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv
2017,25,appropriations,9,read,150,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv
2017,26,appropriations,9,read,139,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv
2017,27,appropriations,9,read,137,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv
2017,28,appropriations,9,read,141,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv
2017,34,appropriations,9,read,95,0,capital-projects,CAPITAL PROJECT FUNDS FY 2017,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv
2017,143,appropriations,9,read,4,30,monty-tech,SUMMARY BY FUNCTION CODE,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv
2017,155,appropriations,9,read,23,0,appropriations-supplement-refused,"appropriation of $633,317.00 to fund the FY18 Capital Plan, ","Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv
2017,168,appropriations,9,read,70,0,appropriations,FY'18 OMNIBUS BUDGET:,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv
2016,25,appropriations,9,read,161,3,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2016,26,appropriations,9,read,114,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2016,27,appropriations,9,read,121,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2016,28,appropriations,9,read,90,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2016,29,appropriations,9,read,120,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2016,30,appropriations,9,read,97,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2016,36,appropriations,9,read,115,0,capital-projects,CAPITAL PROJECT FUNDS FY 2016,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2016,174,appropriations,9,read,38,0,appropriations,FY 16 OMNIBUS BUDGET,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2015,24,appropriations,9,read,151,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4121-fy-2015-annual-town-report.tsv
2015,25,appropriations,9,read,149,2,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4121-fy-2015-annual-town-report.tsv
2015,26,appropriations,9,read,135,1,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4121-fy-2015-annual-town-report.tsv
2015,27,appropriations,9,read,138,1,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4121-fy-2015-annual-town-report.tsv
2015,28,appropriations,9,read,133,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4121-fy-2015-annual-town-report.tsv
2015,34,appropriations,9,read,121,0,capital-projects,CAPITAL PROJECT FUNDS FY 2015,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4121-fy-2015-annual-town-report.tsv
2015,140,appropriations,9,read,66,0,appropriations,Line Account,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4121-fy-2015-annual-town-report.tsv
2014,24,appropriations,9,read,146,2,appropriations,GENERAL FUND APPROPRIATIONS,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4120-fy-2014-annual-town-report.tsv
2014,25,appropriations,9,read,167,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4120-fy-2014-annual-town-report.tsv
2014,26,appropriations,9,read,144,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4120-fy-2014-annual-town-report.tsv
2014,27,appropriations,9,read,133,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4120-fy-2014-annual-town-report.tsv
2014,28,appropriations,9,read,129,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4120-fy-2014-annual-town-report.tsv
2014,34,appropriations,9,read,130,1,capital-projects,CAPITAL PROJECT FUNDS FY 2014,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4120-fy-2014-annual-town-report.tsv
2014,139,appropriations,9,read,33,0,appropriations,FY 2015 Omnibus Budget,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4120-fy-2014-annual-town-report.tsv
2013,65,appropriations,9,read,101,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4119-fy-2013-annual-town-report.tsv
2013,66,appropriations,9,read,60,1,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4119-fy-2013-annual-town-report.tsv
2013,67,appropriations,9,read,63,0,"appropriations, special-revenue-read",TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4119-fy-2013-annual-town-report.tsv
2013,68,appropriations,9,read,109,0,"appropriations, special-revenue-read",TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4119-fy-2013-annual-town-report.tsv
2013,69,appropriations,9,read,110,1,"appropriations, special-revenue-read",TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4119-fy-2013-annual-town-report.tsv
2013,70,appropriations,9,read,23,0,"appropriations, special-revenue-read",TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4119-fy-2013-annual-town-report.tsv
2013,76,appropriations,9,read,43,0,capital-projects,CAPITAL PROJECT FUNDS FY 2013,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4119-fy-2013-annual-town-report.tsv
2013,87,appropriations,9,read,67,0,appropriations,FY 2014 Omnibus Budget,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4119-fy-2013-annual-town-report.tsv
2012,61,appropriations,9,read,88,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4118-fy-2012-annual-town-report.tsv
2012,62,appropriations,9,read,120,1,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4118-fy-2012-annual-town-report.tsv
2012,63,appropriations,9,read,107,0,"appropriations, special-revenue-read",TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4118-fy-2012-annual-town-report.tsv
2012,64,appropriations,9,read,113,0,"appropriations, special-revenue-read",TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4118-fy-2012-annual-town-report.tsv
2012,65,appropriations,9,read,86,1,"appropriations, special-revenue-read",TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4118-fy-2012-annual-town-report.tsv
2012,81,appropriations,9,read,44,0,appropriations,"expenditures shall not exceed $38,000 per year without the p","Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4118-fy-2012-annual-town-report.tsv
2011,60,appropriations,9,read,127,0,"appropriations-supplement, appropriations-supplement-refused",TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4117-fy-2011-annual-town-report.tsv
2011,61,appropriations,9,read,66,0,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4117-fy-2011-annual-town-report.tsv
2011,62,appropriations,9,read,124,3,appropriations,TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4117-fy-2011-annual-town-report.tsv
2011,63,appropriations,9,read,93,0,"appropriations, special-revenue-read",TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4117-fy-2011-annual-town-report.tsv
2011,64,appropriations,9,read,108,2,"appropriations, special-revenue-read",TOWN OF LUNENBURG,"Already the largest dataset here at 4,665 rows; these are stragglers.",sources/town-budget/ocr/4117-fy-2011-annual-town-report.tsv
