fy,doc_date,doc_title,stage,block,direction,conditional_on,printed,position,school,school_printed,fte,amount,consequence,page,doc_text,doc_pdf,sha256,basis
2027,2026-03-13,"Budget Addendum: Multi-Scenario Financial Analysis, prepared 13 March 2026","four scenarios, one of them the no-override budget",Scenario B: Restoration Budget — Staffing,restoration,the Restoration scenario,"$107,347 1.0 English Language Learning Teacher",1.0 English Language Learning Teacher,not stated,,1,107347.00,,3,district-budget/text/budget-addendum-multi-scenario-financial-analysis.txt,district-budget/docs/budget-addendum-multi-scenario-financial-analysis.pdf,af173c9db1068f85b027fc658eaa09ea1e8c4de4aef75403d8f5787bbfc98e0b,stated
2027,2026-03-13,"Budget Addendum: Multi-Scenario Financial Analysis, prepared 13 March 2026","four scenarios, one of them the no-override budget",Scenario B: Restoration Budget — Staffing,restoration,the Restoration scenario,"$10,000 1.0 Assistant Business Manager",1.0 Assistant Business Manager,not stated,,1,10000.00,,3,district-budget/text/budget-addendum-multi-scenario-financial-analysis.txt,district-budget/docs/budget-addendum-multi-scenario-financial-analysis.pdf,af173c9db1068f85b027fc658eaa09ea1e8c4de4aef75403d8f5787bbfc98e0b,stated
2027,2026-03-13,"Budget Addendum: Multi-Scenario Financial Analysis, prepared 13 March 2026","four scenarios, one of them the no-override budget",Scenario B: Restoration Budget — Staffing,restoration,the Restoration scenario,"$31,000 .5 State Reporting Secretary",.5 State Reporting Secretary,not stated,,0.5,31000.00,,3,district-budget/text/budget-addendum-multi-scenario-financial-analysis.txt,district-budget/docs/budget-addendum-multi-scenario-financial-analysis.pdf,af173c9db1068f85b027fc658eaa09ea1e8c4de4aef75403d8f5787bbfc98e0b,stated
2027,2026-03-13,"Budget Addendum: Multi-Scenario Financial Analysis, prepared 13 March 2026","four scenarios, one of them the no-override budget",Scenario B: Restoration Budget — Staffing,restoration,the Restoration scenario,"$107,347 1.0 Interventionist LMS",1.0 Interventionist LMS,middle,lms,1,107347.00,,3,district-budget/text/budget-addendum-multi-scenario-financial-analysis.txt,district-budget/docs/budget-addendum-multi-scenario-financial-analysis.pdf,af173c9db1068f85b027fc658eaa09ea1e8c4de4aef75403d8f5787bbfc98e0b,stated
2027,2026-03-23,"Balanced Budget slides, School Committee, 23 March 2026",the no-override budget as voted,Necessary Additions,addition,the Balanced scenario,"EL Teacher District ($106,537)",EL Teacher District,district,district,,106537.00,"Justification Critical for bridging the achievement gap for our growing multilingual student population. Unlocks academic access for non-native speakers across the district. Ensures strict compliance with state and federal mandates, mitigating legal risk.",4,district-budget/text/balanced-budget-slides-3-23-26.txt,district-budget/docs/balanced-budget-slides-3-23-26.pdf,a216b1a1102cd935d434a0f9fd69ca6df6443f36d62844448596f280500abd6e,stated
2027,2026-03-23,"Balanced Budget slides, School Committee, 23 March 2026",the no-override budget as voted,Necessary Additions,addition,the Balanced scenario,"Assistant Business Manager ($10,000)",Assistant Business Manager,not stated,,,10000.00,"Justification: $ A low-cost, high-yield investment in the district's overall fiscal health. Rigorous financial oversight. Maximizes operational efficiency. Safeguards district assets. Strict adherence to complex state auditing and payroll requirements.",5,district-budget/text/balanced-budget-slides-3-23-26.txt,district-budget/docs/balanced-budget-slides-3-23-26.pdf,a216b1a1102cd935d434a0f9fd69ca6df6443f36d62844448596f280500abd6e,stated
2027,2026-03-23,"Balanced Budget slides, School Committee, 23 March 2026",the no-override budget as voted,Necessary Additions,addition,the Balanced scenario,"Assistant Principal Primary/Turkey Hill Elementary ($133,596) Justification:",Assistant Principal Primary/Turkey Hill Elementary Justification,primary-and-turkey-hill,primary/turkey hill elementary,,133596.00,"Vital for maintaining a safe, structured, and highly supportive school climate. Crucial on-the-ground behavioral intervention and operational management. Directly supporting classroom teachers and empowering the Principal. Focus on high-level instructional leadership and continuous academic improvement.",6,district-budget/text/balanced-budget-slides-3-23-26.txt,district-budget/docs/balanced-budget-slides-3-23-26.pdf,a216b1a1102cd935d434a0f9fd69ca6df6443f36d62844448596f280500abd6e,stated
2027,2026-03-23,"Balanced Budget slides, School Committee, 23 March 2026",the no-override budget as voted,Teaching and Learning Impacts,reduction,the Balanced scenario,"2.0 Classroom FTE at Primary ($205,019)",2.0 Classroom FTE at Primary,primary,primary,2,205019.00,"Impact of Loss: Increases class sizes significantly at the foundational significantly at the foundational level, reducing individualized attention and hindering early literacy and numeracy skill development for our youngest learners. A • Increases class sizes significantly at the foundational level. A • Reduces individualized attention. A • Hinders early literacy and numeracy skill development for our youngest learners.",8,district-budget/text/balanced-budget-slides-3-23-26.txt,district-budget/docs/balanced-budget-slides-3-23-26.pdf,a216b1a1102cd935d434a0f9fd69ca6df6443f36d62844448596f280500abd6e,stated
2027,2026-03-23,"Balanced Budget slides, School Committee, 23 March 2026",the no-override budget as voted,Teaching and Learning Impacts,reduction,the Balanced scenario,"2.0 Classroom FTE at Turkey Hill Elementary ($171,811)",2.0 Classroom FTE at Turkey Hill Elementary,turkey-hill,turkey hill elementary,2,171811.00,"Impact of Loss: Elevates class sizes, stretching teacher capacity and compromising the district's ability to provide targeted support and differentiated instruction during critical developmental years. A • Elevates class sizes. A • Stretches teacher capacity. A • Compromises the district's ability to provide targeted support and differentiated instruction during critical developmental years.",9,district-budget/text/balanced-budget-slides-3-23-26.txt,district-budget/docs/balanced-budget-slides-3-23-26.pdf,a216b1a1102cd935d434a0f9fd69ca6df6443f36d62844448596f280500abd6e,stated
2027,2026-03-23,"Balanced Budget slides, School Committee, 23 March 2026",the no-override budget as voted,Teaching and Learning Impacts,reduction,the Balanced scenario,".2 Music teacher at Turkey Hill ($9,682)",.2 Music teacher at Turkey Hill,turkey-hill,turkey hill,0.2,9682.00,".2 Music teacher at Turkey Hill ($9,682) Impact of Loss: Reduces valuable arts enrichment, limiting opportunities for creative expression and holistic student development while complicating school-wide scheduling. Grade 5 band instruction will be eliminated. A Reduces valuable arts enrichment. A Reducing creative expression & holistic development. A Complicates school-wide scheduling. A Grade 5 band instruction eliminated.",10,district-budget/text/balanced-budget-slides-3-23-26.txt,district-budget/docs/balanced-budget-slides-3-23-26.pdf,a216b1a1102cd935d434a0f9fd69ca6df6443f36d62844448596f280500abd6e,stated
2027,2026-03-23,"Balanced Budget slides, School Committee, 23 March 2026",the no-override budget as voted,Teaching and Learning Impacts,reduction,the Balanced scenario,"1.0 Certified Occupational Therapy Assistant through attrition ($74,147)",1.0 Certified Occupational Therapy Assistant through attrition,not stated,,1,74147.00,"1.0 Certified Occupational Therapy Assistant through attrition ($74,147) Impact of Loss: Reduces essential fine motor and sensory support for special education students, risking IEP non-compliance and hindering students' ability to access the general curriculum. Reduces essential fine motor and risking IEP non-compliance, and hindering students' ability to access the general curriculum.",11,district-budget/text/balanced-budget-slides-3-23-26.txt,district-budget/docs/balanced-budget-slides-3-23-26.pdf,a216b1a1102cd935d434a0f9fd69ca6df6443f36d62844448596f280500abd6e,stated
2027,2026-03-23,"Balanced Budget slides, School Committee, 23 March 2026",the no-override budget as voted,Teaching and Learning Impacts,reduction,the Balanced scenario,"$40,000 | Curriculum Adoption System (ES Science)",| Curriculum Adoption System (ES Science),not stated,,,40000.00,"Impact of Loss: Reduces essential resources for elementary science education, hindering foundational STEM learning and compliance with standards. Impact of Loss: Stagnates foundational STEM education. Forces reliance on outdated, non-compliant materials. Leaves students unprepared for future rigorous standards.",12,district-budget/text/balanced-budget-slides-3-23-26.txt,district-budget/docs/balanced-budget-slides-3-23-26.pdf,a216b1a1102cd935d434a0f9fd69ca6df6443f36d62844448596f280500abd6e,stated
2027,2026-03-23,"Balanced Budget slides, School Committee, 23 March 2026",the no-override budget as voted,Operational Impacts,reduction,the Balanced scenario,"$50,203 | Technology Reduction",| Technology Reduction,not stated,,,50203.00,"Reduces funding for new devices, software licenses. Impacts ability to maintain current technology infrastructure and provide timely repairs.",14,district-budget/text/balanced-budget-slides-3-23-26.txt,district-budget/docs/balanced-budget-slides-3-23-26.pdf,a216b1a1102cd935d434a0f9fd69ca6df6443f36d62844448596f280500abd6e,stated
2027,2026-03-23,"Balanced Budget slides, School Committee, 23 March 2026",the no-override budget as voted,Operational Impacts,reduction,the Balanced scenario,"$48,630 | 1.0 Custodian through attrition",| 1.0 Custodian through attrition,not stated,,,48630.00,"Impact of Loss: Reduces essential cleaning and maintenance staffing, negatively affecting school hygiene and environment. Impact of Loss: Degrades the cleanliness, hygiene, and daily maintenance of school facilities. Potentially impacts student health. Negatively affects the overall learning environment.",15,district-budget/text/balanced-budget-slides-3-23-26.txt,district-budget/docs/balanced-budget-slides-3-23-26.pdf,a216b1a1102cd935d434a0f9fd69ca6df6443f36d62844448596f280500abd6e,stated
2027,2026-03-23,"Balanced Budget slides, School Committee, 23 March 2026",the no-override budget as voted,Operational Impacts,reduction,the Balanced scenario,".5 State Reporting Secretary ($31,000)",.5 State Reporting Secretary,not stated,,0.5,31000.00,Impact of Loss: Bottlenecks in mandated state data reporting Increased risk of compliance errors Funding delays Administrative backlog for the district.,16,district-budget/text/balanced-budget-slides-3-23-26.txt,district-budget/docs/balanced-budget-slides-3-23-26.pdf,a216b1a1102cd935d434a0f9fd69ca6df6443f36d62844448596f280500abd6e,stated
2027,2026-03-23,"Balanced Budget slides, School Committee, 23 March 2026",the no-override budget as voted,Operational Impacts,reduction,the Balanced scenario,"Custodial Supplies system ($15,000)",Custodial Supplies system,not stated,,,15000.00,Impact of Loss: Limits the availability of necessary cleaning agents and equipment Forcing maintenance staff to do more with less Undermining basic facility sanitation standards,17,district-budget/text/balanced-budget-slides-3-23-26.txt,district-budget/docs/balanced-budget-slides-3-23-26.pdf,a216b1a1102cd935d434a0f9fd69ca6df6443f36d62844448596f280500abd6e,stated
2027,2026-03-23,"Balanced Budget slides, School Committee, 23 March 2026",the no-override budget as voted,Extracurricular Impacts,reduction,the Balanced scenario,"0.5 Athletic Trainer ($34,259)",0.5 Athletic Trainer,not stated,,0.5,34259.00,Impact of Loss: Compromises student-athlete safety. R Reduces immediate on-site injury evaluation and treatment. Hinders concussion management during practices and games.,19,district-budget/text/balanced-budget-slides-3-23-26.txt,district-budget/docs/balanced-budget-slides-3-23-26.pdf,a216b1a1102cd935d434a0f9fd69ca6df6443f36d62844448596f280500abd6e,stated
2027,2026-03-23,"Balanced Budget slides, School Committee, 23 March 2026",the no-override budget as voted,Extracurricular Impacts,reduction,the Balanced scenario,"$4,170 | Girl's Lacrosse",| Girl's Lacrosse,not stated,,,4170.00,"Eliminates a dedicated athletic opportunity for female students, directly reducing pathways for physical health, teamwork, and potential collegiate opportunities, while potentially threatening the district's Title IX parity. Reduces pathways for physical health Limits teamwork and leadership development Threatens potential collegiate opportunities",20,district-budget/text/balanced-budget-slides-3-23-26.txt,district-budget/docs/balanced-budget-slides-3-23-26.pdf,a216b1a1102cd935d434a0f9fd69ca6df6443f36d62844448596f280500abd6e,stated
2027,2026-03-23,"Balanced Budget slides, School Committee, 23 March 2026",the no-override budget as voted,Extracurricular Impacts,reduction,the Balanced scenario,"$3,362 | Boy's Golf",| Boy's Golf,not stated,,,3362.00,"Removes a unique, lifelong sport that often engages students who may not participate in high-impact athletics, unnecessarily diminishing student engagement. Reduces pathways for physical health Limits teamwork and leadership development Threatens potential collegiate opportunities",21,district-budget/text/balanced-budget-slides-3-23-26.txt,district-budget/docs/balanced-budget-slides-3-23-26.pdf,a216b1a1102cd935d434a0f9fd69ca6df6443f36d62844448596f280500abd6e,stated
2027,2026-03-23,"Balanced Budget slides, School Committee, 23 March 2026",the no-override budget as voted,Extracurricular Impacts,reduction,the Balanced scenario,"$2,444 | Ski Team",| Ski Team,not stated,,,2444.00,"Erases a specialized winter athletic program, penalizing students who excel in non- non-traditional seasonal sports and reducing vital cold-weather extracurricular engagement. Eliminates a unique, specialized athletic opportunity Reduces engagement during cold-weather months Penalizes students excelling in non-traditional sports",22,district-budget/text/balanced-budget-slides-3-23-26.txt,district-budget/docs/balanced-budget-slides-3-23-26.pdf,a216b1a1102cd935d434a0f9fd69ca6df6443f36d62844448596f280500abd6e,stated
2027,2026-03-23,"Balanced Budget slides, School Committee, 23 March 2026",the no-override budget as voted,Extracurricular Impacts,reduction,the Balanced scenario,"Impact of Athletic Transport Cuts $127,550 Savings",Impact of Athletic Transport Cuts Savings,not stated,,,127550.00,"Severs access for many students, particularly lower-income families. Shifts financial & logistical burden onto working parents. Creates significant district liability and scheduling chaos. SCHOOL BUS",23,district-budget/text/balanced-budget-slides-3-23-26.txt,district-budget/docs/balanced-budget-slides-3-23-26.pdf,a216b1a1102cd935d434a0f9fd69ca6df6443f36d62844448596f280500abd6e,stated
2027,2026-03-23,"Balanced Budget slides, School Committee, 23 March 2026",the no-override budget as voted,Extracurricular Impacts,reduction,the Balanced scenario,"$5,000 | Band Transportation MS/HS",| Band Transportation MS/HS,middle-and-high,ms/hs,,5000.00,"Silences our music programs by eliminating their ability to travel to competitions, festivals, and community events. Drastically reduces the visibility, morale, and competitive edge of our student musicians. Impacts student engagement and community pride.",24,district-budget/text/balanced-budget-slides-3-23-26.txt,district-budget/docs/balanced-budget-slides-3-23-26.pdf,a216b1a1102cd935d434a0f9fd69ca6df6443f36d62844448596f280500abd6e,stated
2027,2026-03-23,"Balanced Budget slides, School Committee, 23 March 2026",the no-override budget as voted,Extracurricular Impacts,revenue measure,the Balanced scenario,"Raise Athletic Fees by $75 will generate ~ $120,000",Raise Athletic Fees by will generate ~,not stated,,,75.00,"Impact of action: A proposed $75 fee increase generates approximately $120,000 to bridge our budget gap, preserving most athletic programs without garnering academic funds to preserve programs.",25,district-budget/text/balanced-budget-slides-3-23-26.txt,district-budget/docs/balanced-budget-slides-3-23-26.pdf,a216b1a1102cd935d434a0f9fd69ca6df6443f36d62844448596f280500abd6e,stated
